description,hashtags,likes,comments,reposts,type,links/tags,link
"#BreakingWe’re honoured to be nominated in THREE categories for The 2023 Ottawa Awards!Start-Up of the Year -- https://lnkd.in/gnbpHtcuBest Place to Work (Under 25 People) -- https://lnkd.in/gJhQkDvYJames Nguyen for Entrepreneur of the Year -- https://lnkd.in/gUGfPWZr\n\nIf you live in the Greater Capital Region or know City of Ottawa well, this is your chance to weigh in by casting your vote - now until February 18th. Good luck to all nominees!\n\nMusic credits: Waterbridge Creative MediaVideo: Eric ChanMichael Redding Randy Kuang Jay Toth Raj Narula, P.Eng. Ken Dobell Colin Osing Catherine Bui Lily H \n\n#Quantropi #BringItOn #TheOttawaAwards2023 #StartUpOfTheYear #BestPlaceToWork #JamesNguyen #EntrepreneurOfTheYear","['#BreakingWe’re', '#Quantropi', '#BringItOn', '#TheOttawaAwards2023', '#StartUpOfTheYear', '#BestPlaceToWork', '#JamesNguyen', '#EntrepreneurOfTheYear']",29,6,1,Video,"['lnkd.in/gnbpHtcu', 'lnkd.in/gJhQkDvY', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'lnkd.in/gUGfPWZr', 'www.linkedin.com/company/city-of-ottawa/', 'www.linkedin.com/company/waterbridge-media/', 'www.linkedin.com/in/ACoAAADnnvgBLTnJHfNvU0yr-xO_vyT2O7VknvE', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAAP1QWcBggr9Y39l9Smk_5lIrN1uQaif_a4', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4', 'www.linkedin.com/in/ACoAABPupUEBBiTIhDYenCAIO64ltM33bAEqjCw', 'www.linkedin.com/in/ACoAACnorZUBvKq1esj2w0QENcbZmklD8h7fxlM']",https://www.linkedin.com/feed/update/urn:li:activity:7021213941863260160
We are #hiring a Senior C/C++ Developer to join our Engineering Team at Quantropi Inc. Do you know anyone who fits the job description? Check out the link below !!!\n\nhttps://lnkd.in/dNCEVu9g\n\nLily H James Nguyen Michael Redding Colin Osing \n\n#Recruiting #Engineering #Team #quantumsecurity #Quantropi #BringItOn #Job #SeniorDeveloper #C #C++,"['#hiring', '#Recruiting', '#Engineering', '#Team', '#quantumsecurity', '#Quantropi', '#BringItOn', '#Job', '#SeniorDeveloper', '#C', '#C++']",15,1,6,Article,"['www.linkedin.com/company/quantropi/', 'lnkd.in/dNCEVu9g', 'www.linkedin.com/in/ACoAACnorZUBvKq1esj2w0QENcbZmklD8h7fxlM', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4']",https://www.linkedin.com/feed/update/urn:li:activity:7056373520611651585
"#BREAKING The latest release of QiSpace™ is now available.  Now, even faster quantum entropy speeds and continued access to quantum-secure, crypto-agile asymmetric encryption for key encapsulation and digital signatures. \n\nGet access to TrUE quantum-secure cryptography today.  Submit your QiSpace™ trial request to get started! https://bit.ly/3NzfiJF ",['#BREAKING'],18,3,0,Video,['bit.ly/3NzfiJF'],https://www.linkedin.com/feed/update/urn:li:activity:7016056129675812865
"We’re exhibiting at Inside Quantum Technology (IQT) Canada 2023 - 𝗝𝘂𝗻𝗲 𝟮𝟬𝘁𝗵 - 𝟮𝟮𝗻𝗱!\n\nJoin us at booth #𝟭𝟬𝟮, Centre Mont-Royal Montréal and learn how to harden your cryptographic security with QiSpace™ Quantum Entropy as a Service (QEaaS) – True random key generation and quantum-secure distribution over TODAY’s Internet.\n\nAnd don’t miss the opportunity to watch Quantropi Inc. CTO Michael Redding along with esteemed partners from TELUS and QuintessenceLabs as they share insights and expertise on a feature PQC panel. Rainer Iraschko Skip Norton\n\nSave the date and meet us there!\n\nJames Nguyen Randy Kuang Jay Toth Raj Narula, P.Eng. Nik Mahidhara, CPA, CA, MBA Ken Dobell Nick Kuang Colin Osing\n\n#IQTCanada2023 #QuantumSecurity #PQC #QKD #Quantropi #BringItOn #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity","['#𝟭𝟬𝟮,', '#IQTCanada2023', '#QuantumSecurity', '#PQC', '#QKD', '#Quantropi\u202f', '#BringItOn', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity']",18,1,2,Image,"['www.linkedin.com/company/iqt-inside-quantum-technology/', 'www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/company/telus/', 'www.linkedin.com/company/quintessencelabs/', 'www.linkedin.com/in/ACoAAAAVNjkBQsZ2rBat2PryFpEy32RITYl6x_4', 'www.linkedin.com/in/ACoAAABkk8EBrczUvtBslyh8sbre4NNQdI_kRt0', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAP1QWcBggr9Y39l9Smk_5lIrN1uQaif_a4', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAADo8o7QBsiWWsMNYBn_Uc2vSnro_ORlBPLQ', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAAmpFgQBsotecTIHGHTlZEJwpNtDr0x_Zhc', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4']",https://www.linkedin.com/feed/update/urn:li:activity:7073025971687153665
"RSA Conference™ 2023 is in the books. A special thanks and shout-out to all our new friends and connections!\n\nCheck out this little video to get in on the action that was – including live QiSpace™ demos and the world’s first quantum secure boot loader for IoThttps://bit.ly/3LQZ7XJ\n\nSubmit your QiSpace™ trial request to learn more: https://bit.ly/3NzfiJF\n\nJames Nguyen Randy Kuang Michael Redding Jay Toth Raj Narula, P.Eng. Nick Kuang Larry LaCasse Ken Dobell Colin Osing Andrew Hammond Louis Sutherland Dafu Lou Alex He\n\n#RSAC2023 #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity #QuantumSecurityBoard","['#RSAC2023', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity', '#QuantumSecurityBoard']",17,1,0,Article,"['www.linkedin.com/company/rsa-conference/', 'bit.ly/3LQZ7XJ', 'bit.ly/3NzfiJF', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAAP1QWcBggr9Y39l9Smk_5lIrN1uQaif_a4', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAAmpFgQBsotecTIHGHTlZEJwpNtDr0x_Zhc', 'www.linkedin.com/in/ACoAAAFb5YwBphJvFR3NswhW192SweycfUrHJCc', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4', 'www.linkedin.com/in/ACoAAAAGXqIBlyaDAKBBx56o2hNKFWcv7BkR1zk', 'www.linkedin.com/in/ACoAAAExhhwBaaenUHcS-R--c4ePw9nQLx0mPew', 'www.linkedin.com/in/ACoAAAPzEg4BGOfCsdihrvhhWPTJpRLt0kfngHY', 'www.linkedin.com/in/ACoAAArwYn8B7SC3MrOa8UkxsCmLiZoMUH6c0z0']",https://www.linkedin.com/feed/update/urn:li:activity:7059669661704962048
"#Breaking\n\nWe are delighted to announce that Dr. Brian LaMacchia will join Quantropi Inc’s Board of Advisors!\n\nA former head of Microsoft Research’s Security and Cryptography team, Brian brings extensive knowledge of cryptographic algorithms and protocols that will enable us to support our rapid growth and success.\n\nLearn more: http://bit.ly/40LlZ0P\n\n#Quantropi #BringItOn #BoardOfAdvisors #BrianLaMacchia","['#Breaking', '#Quantropi', '#BringItOn', '#BoardOfAdvisors', '#BrianLaMacchia']",37,8,4,Article,"['www.linkedin.com/in/ACoAAAAAZWQBkDC9YP5YgHETkeGrswWDB9SgcHA', 'www.linkedin.com/company/microsoft/']",https://www.linkedin.com/feed/update/urn:li:activity:7049040110830407680
"#Reminder\n\nWe’re exhibiting at #CANSEC2023 – Canada’s Largest Global Defence and Security Show! EY Centre Ottawa, May 31st &amp; June 1st. \n\nTrUE Quantum-Secure cryptography and quantum entropy services safeguard the IoT-connected machine world, spanning from drones to military vehicles, aircraft and more.\n\nContact us to learn more about this international, member-only event.https://bit.ly/4243F2X\n\nJames Nguyen Randy Kuang Michael Redding Jay Toth Raj Narula, P.Eng. Ken Dobell Colin Osing\n\n#BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity #QuantumSecurityBoard #IoTSecurity #IoT","['#Reminder', '#CANSEC2023', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity', '#QuantumSecurityBoard', '#IoTSecurity', '#IoT']",6,1,1,Image,"['www.linkedin.com/company/eycentre/', 'bit.ly/4243F2X', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/in/ACoAAAP1QWcBggr9Y39l9Smk_5lIrN1uQaif_a4', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4']",https://www.linkedin.com/feed/update/urn:li:activity:7068966308729511936
"#IQT_Webisode_7  𝗣𝗤𝗖 𝗧𝗶𝗺𝗲𝗹𝗶𝗻𝗲𝘀 𝗮𝗰𝗿𝗼𝘀𝘀 𝗜𝗻𝗱𝘂𝘀𝘁𝗿𝗶𝗲𝘀In this, the final episode in this 7-part mini-series on migrating to a complete TrUE cryptographic system, CTO Michael Redding deep dives into how the deployment of PQC will work across different industries. Try QiSpace™ and receive quantum-secure, crypto-agile asymmetric encryption for key encapsulation and digital signatures. Submit your QiSpace™ trial request today to get started: https://lnkd.in/gwAu63Rp \n\nCatch the panel insights at Inside Quantum Technology, New York Oct. 2022 - ‘PQC Products: Who will use them and when’. Watch the complete mini-series here: http://bit.ly/3BecXim  James Nguyen Randy Kuang Raj Narula, P.Eng. Ken Dobell Colin Osing  #quantum #community #security #quantumtechnology #Y2Q #QuantumThreat #BringItOn #Quantropi #cybersecurity #MichaelRedding #IQT #NewYork ","['#IQT_Webisode_7', '#quantum\u202f', '#community\u202f', '#security\u202f', '#quantumtechnology', '#Y2Q\u202f', '#QuantumThreat', '#BringItOn\u202f', '#Quantropi', '#cybersecurity', '#MichaelRedding', '#IQT', '#NewYork']",19,0,1,Video,"['www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'lnkd.in/gwAu63Rp', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4']",https://www.linkedin.com/feed/update/urn:li:activity:7011687721014349824
"#IQT_Webisode_5 𝗘𝗻𝘁𝗿𝗼𝗽𝘆 𝗮𝗻𝗱 𝗦𝗘𝗤𝗨𝗥 𝗤𝘂𝗮𝗻𝘁𝘂𝗺 𝗥𝗮𝗻𝗱𝗼𝗺 𝗡𝘂𝗺𝗯𝗲𝗿𝘀In this, the fifth of a 7-part mini-series on migrating to a complete TrUE cryptographic system, Quantropi Inc. CTO Michael Redding shares the third and final TrUE building block of a complete cryptographic system- Entropy, including quantum key generation and digital distribution.\n\nLearn how Quantropi’s SEQUR™ product suite enables synchronized quantum-secure entropy distribution to endpoints over any network including wireless networks – Digital QKD. Submit your QiSpace™ trial request today to get started: https://lnkd.in/gwAu63Rp \n\nCatch the panel insights at Inside Quantum Technology, New York Oct. 2022 - ‘PQC Products: Who will use them and when’.  Watch the complete mini-series here: http://bit.ly/3BecXim \n\nJames Nguyen Randy Kuang Raj Narula, P.Eng. Ken Dobell Colin Osing  #quantum #community #security #quantumtechnology #Y2Q #QuantumThreat #BringItOn #Quantropi #cybersecurity #MichaelRedding #IQT #NewYork ","['#IQT_Webisode_5', '#quantum\u202f', '#community\u202f', '#security\u202f', '#quantumtechnology', '#Y2Q\u202f', '#QuantumThreat', '#BringItOn\u202f', '#Quantropi', '#cybersecurity', '#MichaelRedding', '#IQT', '#NewYork']",12,0,1,Video,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'lnkd.in/gwAu63Rp', 'www.linkedin.com/company/iqt-inside-quantum-technology/', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4']",https://www.linkedin.com/feed/update/urn:li:activity:7009542837419618305
"#IQT_Webisode_6𝗪𝗵𝗮𝘁 𝘀𝗵𝗼𝘂𝗹𝗱 𝗜 𝗤𝘂𝗮𝗻𝘁𝘂𝗺-𝗦𝗲𝗰𝘂𝗿𝗲? 𝗪𝗵𝗲𝗿𝗲 𝗱𝗼 𝗜 𝘀𝘁𝗮𝗿𝘁?In this, the sixth of a 7-part mini-series on migrating to a complete TrUE cryptographic system, Quantropi Inc. CTO Michael Redding deep dives into different industry use cases of how organizations and governments can leverage Quantropi’s hybrid SaaS QiSpace™ platform to quantum-secure networks, systems, products, and applications.Try QiSpace™ and receive quantum-secure, crypto-agile asymmetric encryption for key encapsulation and digital signatures. Submit your QiSpace™ trial request today to get started: https://lnkd.in/gwAu63Rp\n\nCatch the panel insights at Inside Quantum Technology, New York Oct. 2022 - ‘PQC Products: Who will use them and when’. Watch the complete mini-series here: http://bit.ly/3BecXim\n\nJames Nguyen Randy Kuang Raj Narula, P.Eng. Ken Dobell Colin Osing  #quantum #community #security #quantumtechnology #Y2Q #QuantumThreat #BringItOn #Quantropi #cybersecurity #MichaelRedding #IQT #NewYork","['#IQT_Webisode_6𝗪𝗵𝗮𝘁', '#quantum', '#community', '#security', '#quantumtechnology', '#Y2Q', '#QuantumThreat', '#BringItOn', '#Quantropi', '#cybersecurity', '#MichaelRedding', '#IQT', '#NewYork']",20,0,3,Video,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'lnkd.in/gwAu63Rp', 'www.linkedin.com/company/iqt-inside-quantum-technology/', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4']",https://www.linkedin.com/feed/update/urn:li:activity:7010987052657774593
"RSA Conference™ 2023 is just one week away!\n\nJoin us at our booth – 𝗡-𝟱𝟮𝟬𝟬 𝗮𝘁 𝘁𝗵𝗲 𝗡𝗼𝗿𝘁𝗵 𝗘𝘅𝗽𝗼! We will be showcasing how our TrUE Quantum-Secure Cryptography platform QiSpace™ can protect your data and communications from today’s AI attacks and tomorrow’s quantum computing threats.\n\nCatch up with our leadership team and watch LIVE demos of QiSpace™ –powering use cases for IoT and Enterprise Security including a quantum-secure boot loader, data encryption, TLS, quantum entropy services and more.\n\nAlso, get your hands on some epic swag – notebooks, beanies, hoodies, and Quantropi Inc.’s Series 2 Icons of Cryptography collectibles. \n\nRegister NOW with 52EQUANTRXP for a FREE Expo pass!\n\nSchedule a live meeting with us to learn more: https://bit.ly/3GloXBb\n\n#RSAC2023 #BringItOn #Quantropi #Y2Q #technology #cryptography #quantumcryptography #Cybersecurity #QuantumSecurityBoard","['#RSAC2023', '#BringItOn', '#Quantropi', '#Y2Q', '#technology', '#cryptography', '#quantumcryptography', '#Cybersecurity', '#QuantumSecurityBoard']",10,0,2,Article,"['www.linkedin.com/company/rsa-conference/', 'www.linkedin.com/company/quantropi/', 'bit.ly/3GloXBb']",https://www.linkedin.com/feed/update/urn:li:activity:7053358876024279040
"#IQT_Webisode_4 𝗨𝗻𝗰𝗲𝗿𝘁𝗮𝗶𝗻𝘁𝘆 𝗮𝗻𝗱 𝗤𝗘𝗘𝗣™ 𝗤𝘂𝗮𝗻𝘁𝘂𝗺-𝗦𝗲𝗰𝘂𝗿𝗲 𝗦𝘆𝗺𝗺𝗲𝘁𝗿𝗶𝗰 𝗘𝗻𝗰𝗿𝘆𝗽𝘁𝗶𝗼𝗻 In this, the fourth of a 7-part mini-series on migrating to a complete TrUE cryptographic system, Quantropi Inc. CTO Michael Redding elaborates on the second TrUE building block of a complete cryptographic system – Uncertainty or symmetric encryption. Pushing the uncertainty to the attacker. \n\nLearn more about Quantropi’s symmetric encryption suite that includes classic AES-256 along with our own novel QEEP™ algorithm which runs 18x times faster than AES-256 with key sizes up to 100,000 bits. Submit your QiSpace™ trial request today to get started: https://lnkd.in/gwAu63Rp \n\nCatch the panel insights at Inside Quantum Technology, New York Oct. 2022 - ‘PQC Products: Who will use them and when’.  Watch the complete mini-series here: http://bit.ly/3BecXim \n\nJames Nguyen Randy Kuang Raj Narula, P.Eng. Ken Dobell Colin Osing  #quantum #community #security #quantumtechnology #Y2Q #QuantumThreat #BringItOn #Quantropi #cybersecurity #MichaelRedding #IQT #NewYork ","['#IQT_Webisode_4', '#quantum\u202f', '#community\u202f', '#security\u202f', '#quantumtechnology', '#Y2Q\u202f', '#QuantumThreat', '#BringItOn\u202f', '#Quantropi', '#cybersecurity', '#MichaelRedding', '#IQT', '#NewYork']",13,0,1,Video,"['www.linkedin.com/company/quantropi/', 'www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'lnkd.in/gwAu63Rp', 'www.linkedin.com/company/iqt-inside-quantum-technology/', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4']",https://www.linkedin.com/feed/update/urn:li:activity:7008819824617226240
"#IQT_WEBISODE_1𝗠𝗶𝗰𝗵𝗮𝗲𝗹 𝗥𝗲𝗱𝗱𝗶𝗻𝗴 𝗮𝘁 𝗤𝘂𝗮𝗻𝘁𝗿𝗼𝗽𝗶In this, the first of a 7-part mini-series on migrating to a complete and TrUE cryptographic system, Quantropi CTO Michael Redding, former managing director and co-founder of Accenture Ventures, presents Quantropi Inc. at Inside Quantum Technology (IQT), New York. \n\n𝗔𝗯𝗼𝘂𝘁 𝗠𝗶𝗸𝗲:During his 30 years with Accenture, Mike grew a global portfolio of strategic partnerships and 38 equity investments in emerging technology startups. He also incubated and launched technology innovations for enterprises across multiple geographies and industries. \n\nMeet Mike as he presents at IQT Oct. 2022 - ‘PQC Products: Who will use them and when’. Watch the complete mini-series here: http://bit.ly/3BecXim\n\nJames Nguyen Randy Kuang Raj Narula, P.Eng.Ken Dobell Colin Osing\n\n#quantum #community #security #quantumtechnology #Y2Q #QuantumThreat #BringItOn #Quantropi #cybersecurity #MichaelRedding #IQT #NewYork ","['#IQT_WEBISODE_1𝗠𝗶𝗰𝗵𝗮𝗲𝗹', '#quantum\u202f', '#community\u202f', '#security\u202f', '#quantumtechnology', '#Y2Q\u202f', '#QuantumThreat', '#BringItOn\u202f', '#Quantropi', '#cybersecurity', '#MichaelRedding', '#IQT', '#NewYork']",23,1,3,Video,"['www.linkedin.com/in/ACoAAAAhFgEB_WugD6RBz-JEJhYkoLnF8QO7gtY', 'www.linkedin.com/company/quantropi/', 'www.linkedin.com/company/iqt-inside-quantum-technology/', 'www.linkedin.com/in/ACoAAAUtD4kBhsLVGmWhGIkAu9q5Kj1lWZBFH5c', 'www.linkedin.com/in/ACoAAAFfPeoBGOaqFKvQvm9-9B-E_iiy1KX7Ycw', 'www.linkedin.com/in/ACoAAACEv0gBDBEn_ERHl3eFzwcFuXxA8pR1s0k', 'www.linkedin.com/in/ACoAAABY9nsBMm3ZXecw9Eo8j75qSkYNFnO1kV4']",https://www.linkedin.com/feed/update/urn:li:activity:7005997002526183424
